SongID,Genre,ReleaseMonth,ReleaseDayOfWeek,Explicit,MajorLabel,Collaboration,MusicVideo,ArtistFollowers_K,PlaylistPlacements,TikTokMentions_K,SongLengthSec,PriorArtistPopularity,RadioSpins_K,MonthlyStreams_M,PopularityScore
SNG0260,Pop,Oct,Wed,0,0,0,1,66.8,16,7.7,226,70.2,21.9,53.6,100
SNG0261,Rock,Sep,Fri,1,1,1,1,89.9,13,9,180,68,5.8,40.74,94.7
SNG0262,Indie,Feb,Sun,0,0,0,0,58.7,20,7.5,167,59.5,1.5,38.65,77.4
SNG0263,Pop,Dec,Mon,1,1,0,1,26,15,22.7,168,38.8,14,47.98,100
SNG0264,R&B,Dec,Mon,0,0,0,1,107.5,11,3.7,277,45.6,1,25.02,74
SNG0265,EDM,May,Fri,0,1,1,0,50.7,18,5.7,179,78.3,4,53.49,92.5
SNG0266,Latin,Jun,Thu,1,1,0,0,49.6,22,2.2,227,71.9,62.7,54.82,100
SNG0267,Latin,Apr,Sat,0,1,0,0,64.2,25,1.8,155,34,21.1,40.6,83.7
SNG0268,Latin,Apr,Thu,0,1,1,1,56.4,23,7.3,250,73.7,19.7,47.58,100
SNG0269,Hip-Hop,Apr,Thu,1,0,0,0,51.6,14,2.9,216,81.6,3.7,42.4,82.4
SNG0270,Hip-Hop,Feb,Wed,1,1,0,1,27.2,15,5.2,214,59,7.8,36.4,69
SNG0271,Country,Apr,Tue,0,1,0,1,61.6,13,23.5,218,65.7,24.4,46.23,99.2
SNG0272,Country,Nov,Fri,0,1,1,0,109.1,17,22.3,222,76.2,15.1,30.61,94.9
SNG0273,EDM,Jan,Tue,1,0,1,0,80.3,20,40.5,231,45.5,22.4,30.64,84.5
SNG0274,EDM,Dec,Fri,0,1,1,1,129.5,15,23.9,186,99,37.5,58.31,100
SNG0275,R&B,Jun,Fri,1,0,1,0,40,19,47.6,184,80,15.3,52.1,100
SNG0276,R&B,Jan,Mon,1,1,1,0,27.3,20,8.1,207,67.4,3.4,35.98,74.1
SNG0277,Country,Oct,Mon,1,1,0,1,56.1,20,2.4,227,57.4,14.6,41.38,77.9
SNG0278,Latin,Jun,Fri,0,1,1,0,43.4,14,2.2,203,66.9,7.5,60.66,100
SNG0279,Latin,Jan,Fri,1,0,0,0,46.7,14,19.2,230,29.9,3.2,30.97,60.1
SNG0280,Country,Jun,Sun,0,0,0,0,77.3,20,5.7,225,95.5,18.5,47.79,100
SNG0281,EDM,Oct,Wed,0,1,0,0,46.9,17,6.1,198,78.3,23.6,35.4,80.2
SNG0282,Hip-Hop,Aug,Tue,0,0,0,0,27.8,15,3.3,149,84.4,8.4,53.63,100
SNG0283,Hip-Hop,Nov,Mon,1,0,1,0,45.1,17,3.7,189,58.6,11.7,46.79,77.3
SNG0284,Pop,Feb,Fri,0,1,0,0,84.6,13,7.7,261,51.5,1.7,38.28,76.1
SNG0285,Rock,Feb,Fri,0,0,0,0,106.7,13,2.1,216,45.9,22.2,15.34,50
SNG0286,Pop,Dec,Sat,0,1,0,1,106,15,6.9,185,72.6,17,42.19,100
SNG0287,R&B,Apr,Fri,1,0,1,0,89.8,10,21.3,213,48.8,11,38.49,82.6
SNG0288,Rock,Nov,Wed,1,1,0,0,59.3,23,0.8,227,54.6,3.3,33.61,99
SNG0289,Hip-Hop,Mar,Fri,1,1,0,0,88.5,21,1.4,185,67.8,2.4,50.38,100
SNG0290,Rock,Apr,Sun,0,1,0,0,64.7,23,10.1,245,46.1,45.7,36.93,76.2
SNG0291,Pop,Dec,Thu,0,0,0,1,72.2,14,18.7,221,76.8,4.1,46.62,100
SNG0292,Pop,Jul,Fri,1,0,0,1,34.6,15,3.5,170,57.7,10,39.12,100
SNG0293,Country,Nov,Sun,0,0,0,0,68.8,13,0.9,232,30.9,4.2,25.38,61.4
SNG0294,Hip-Hop,Jan,Fri,0,1,1,1,86.9,17,19.9,192,45.9,1.4,36.45,69.3
SNG0295,Pop,Jun,Fri,1,1,0,0,84.7,12,2.6,199,81.5,12.9,58.12,100
SNG0296,Rock,Mar,Wed,1,1,0,1,27.1,10,4,172,41.1,14.6,36.29,74.7
SNG0297,Country,Nov,Fri,1,1,0,1,71.3,18,7.3,225,74.1,2.4,56.56,100
SNG0298,Pop,Oct,Tue,1,1,0,1,24.3,24,3,200,60.2,21.9,40.64,90.8
SNG0299,Rock,Jul,Fri,1,0,0,0,75.3,18,2.5,227,54.9,5.9,44.71,95.6
SNG0300,Pop,Oct,Tue,0,0,0,0,40.8,23,2.5,187,99,3.8,39.29,79.4
SNG0301,Pop,Feb,Sat,0,1,0,0,220.1,12,29.1,184,34.9,3.6,21.76,77.7
SNG0302,Rock,Feb,Sat,1,0,1,0,72.5,20,15.5,181,44.7,18.1,40.54,88.4
SNG0303,Rock,Apr,Fri,0,0,0,0,116.8,15,9.2,218,57.6,1.9,34.69,95.4
SNG0304,Rock,Jan,Tue,1,0,0,1,292.3,15,0.8,183,99,3.3,46.2,80.2
SNG0305,Latin,Mar,Mon,1,0,0,0,37.6,16,9.2,199,57.6,12.7,35.16,89.1
SNG0306,Indie,Sep,Sat,1,0,0,1,90.5,18,8.8,188,62.9,11.5,46.25,100
SNG0307,R&B,Jul,Fri,1,0,0,1,29.1,12,1.7,219,52,4,40.84,98.3
SNG0308,Hip-Hop,Jul,Fri,1,1,0,1,84.9,18,6.9,149,64.5,25.3,43.73,99.3
SNG0309,Country,Nov,Thu,1,1,1,0,229.5,21,14.1,213,53.1,3.7,38.78,84.3
SNG0310,Hip-Hop,Apr,Fri,0,0,0,0,43,21,9.1,260,70.5,7.6,28.38,88.7
SNG0311,R&B,Feb,Fri,1,1,0,1,35.9,14,3,245,71.9,6.9,47.51,100
SNG0312,Pop,Apr,Fri,0,1,1,1,62.6,21,5.5,185,53.8,6.9,53.98,83.1
SNG0313,Pop,Jun,Fri,0,1,0,1,279.2,14,10.6,221,37.7,7.7,55.48,100
SNG0314,Indie,Nov,Fri,0,0,0,1,114.4,25,5.8,215,59.7,7.5,29.92,87.8
SNG0315,Country,Nov,Wed,0,0,0,0,35.4,14,16.9,252,83.2,7.5,42.21,97.1
SNG0316,Latin,Mar,Mon,0,1,0,0,184.7,15,7.8,125,43.1,7.8,34.71,93.6
SNG0317,R&B,Jan,Fri,1,1,0,0,20.9,11,10.8,241,64,21.5,26.31,78.9
SNG0318,Pop,Dec,Mon,1,0,0,1,297.6,21,11.5,196,36.3,7.5,46.76,65.9
SNG0319,Pop,Aug,Fri,1,1,1,1,121.5,22,2.1,181,39.3,15.7,46.3,100
SNG0320,Hip-Hop,Dec,Fri,0,1,0,1,229.2,16,5.7,180,81.4,10.2,55.07,100
SNG0321,Rock,May,Sat,1,0,0,1,21,15,4.1,163,70.4,12.1,45.04,95.5
SNG0322,Latin,May,Fri,1,1,0,1,75.1,24,14,185,64.3,16.8,43.28,78.4
SNG0323,Latin,Nov,Mon,1,1,0,0,60.7,23,8.3,170,16.2,3.6,26.78,75.5
SNG0324,Hip-Hop,Apr,Wed,0,0,0,0,33,18,4.6,211,48,14.9,47.14,100
SNG0325,Indie,Jun,Sat,0,1,0,1,26.9,16,1.7,224,68.9,7.6,38.15,87.9
SNG0326,Latin,Mar,Tue,0,0,0,0,95.1,12,1.3,197,31.9,4.2,19.06,42.7
SNG0327,Rock,Sep,Fri,0,1,0,0,101.3,25,7.2,253,51.6,16.8,35.81,95.2
SNG0328,Rock,May,Fri,0,1,0,0,165.7,12,2.9,187,71.8,6.4,18.72,78.4
SNG0329,R&B,Mar,Thu,1,1,1,0,46.9,13,10,195,30.8,12.2,30.01,69.8
SNG0330,Hip-Hop,Nov,Thu,0,1,1,0,60.4,10,1.2,190,27.8,1,40.92,93.1
SNG0331,Hip-Hop,Jan,Fri,0,0,0,1,25.3,16,23,224,31.1,16.1,56.95,100
SNG0332,Latin,Oct,Sat,0,0,1,1,196.1,21,9.9,227,64,71.7,64.03,100
SNG0333,Pop,Dec,Wed,0,0,0,1,70,23,6,221,48,9,21.18,58.3
SNG0334,Pop,Jun,Sun,0,1,1,0,110.6,15,24.9,201,73.8,7.3,43.97,100
SNG0335,Pop,Feb,Fri,0,0,0,1,113.4,21,12.9,162,60.2,6.2,36.5,90.5
SNG0336,Pop,Mar,Sun,0,1,0,1,185.2,16,3.6,195,91.8,14.1,41.24,81.2
SNG0337,EDM,Jan,Tue,1,0,1,1,37.3,21,5.9,252,35.7,7.1,35.07,76.8
SNG0338,Latin,Sep,Tue,1,0,0,1,108.7,23,0.9,237,64,15.2,28.05,89.2
SNG0339,R&B,Aug,Sat,0,1,1,1,65.5,13,14.3,214,43.7,35.8,32.52,72.5
SNG0340,Pop,Dec,Sat,0,1,1,0,291.2,21,4.2,193,68.8,17.7,43.33,80.7
SNG0341,R&B,Feb,Fri,1,1,1,1,37.2,17,0.9,205,60.2,7.8,37.5,92.5
SNG0342,R&B,Dec,Fri,0,0,0,0,151.4,14,1.9,193,40.1,3.7,46.04,90.9
SNG0343,Pop,Nov,Sat,0,0,0,0,85.2,23,12,243,55.2,6.5,31.83,81.4
SNG0344,R&B,Aug,Mon,1,1,0,1,82.1,18,23.4,178,59.3,7.9,51.64,100
SNG0345,Hip-Hop,Dec,Fri,0,1,1,0,69.3,17,5.6,235,47.2,3.1,36.79,82.9
SNG0346,Rock,Sep,Sat,1,1,0,0,171.2,21,2.3,188,71.1,21.5,35.8,92.5
SNG0347,Rock,Jan,Thu,0,0,0,1,80.2,17,1.5,247,39.4,14.2,17.48,59
SNG0348,Pop,May,Thu,0,1,0,1,22.9,20,19.6,219,95.6,3.9,52.67,96.2
SNG0349,Hip-Hop,Aug,Sat,0,1,0,0,156.6,20,8.2,181,75.2,2.2,37.44,85.3
SNG0350,Rock,Nov,Thu,1,1,0,1,137.7,17,4.1,195,64.3,16,44.52,100
SNG0351,R&B,Feb,Mon,0,0,0,0,100.6,14,3.3,228,99,2.4,44.69,100
SNG0352,EDM,Apr,Sun,0,1,1,0,30.3,27,10,189,52.4,9.7,41.97,89.4
SNG0353,Latin,Jul,Fri,1,0,0,0,33.7,21,9.8,206,69,6.5,46.12,80.1
SNG0354,Pop,Mar,Sat,0,1,1,0,17.9,23,2.4,189,62,17.1,41.11,100
SNG0355,Pop,Dec,Sat,0,1,0,0,92,21,2,261,72.4,17.3,32.87,81.5
SNG0356,Latin,May,Mon,1,1,0,0,25.9,23,2,267,84.9,4.7,42.46,89.6
SNG0357,Pop,Aug,Wed,0,1,0,1,20,19,3.6,252,67.9,18.4,41.48,100
SNG0358,Rock,Dec,Thu,1,1,0,1,162.8,18,2.9,201,76.8,7.2,24.34,75.8
SNG0359,Indie,Oct,Thu,1,1,0,1,114.2,20,23.5,192,48.1,9.2,25.23,65.5
SNG0360,Rock,Mar,Fri,1,0,1,1,52.8,17,3.5,180,54.3,9.3,39.69,72.6
SNG0361,Hip-Hop,Apr,Fri,0,1,0,0,60.7,21,1.8,254,87.5,54.5,51.72,100
SNG0362,Latin,Sep,Fri,1,1,0,1,12.4,22,1.9,235,68.7,8.2,44.94,91.2
SNG0363,R&B,Jul,Wed,0,0,0,1,126.7,19,4.6,236,62.5,2.4,46,100
SNG0364,Rock,Jan,Thu,1,0,1,0,41.1,20,1.1,197,44.4,5.1,33.06,100
SNG0365,Indie,Dec,Fri,0,0,0,0,84,14,5.2,149,75.4,16.3,54.82,100
SNG0366,Hip-Hop,Apr,Fri,0,0,0,1,11.7,19,1.6,156,43.9,7.2,35.71,76.1
SNG0367,Indie,Apr,Tue,0,1,0,1,132.2,21,15.5,207,38.6,9.1,26.27,77.8
SNG0368,EDM,Sep,Fri,1,0,1,1,39.4,14,6.1,188,60.1,6.4,48.56,100
SNG0369,Pop,Jun,Mon,1,1,0,0,25.5,18,36.9,185,14.8,1,27.21,79.3
SNG0370,Pop,Sep,Thu,0,1,0,0,52.6,18,4.5,216,69,4.8,32.1,86
SNG0371,Pop,Dec,Fri,0,1,0,1,43.9,14,0.5,237,64.8,8.5,37.55,79.4
SNG0372,Pop,Jun,Mon,1,1,1,1,141.5,10,20.3,183,51.6,2.2,40.47,87.6
SNG0373,Pop,Jun,Fri,0,1,0,0,49.7,23,8.6,163,53.3,3.5,43.74,93.1
SNG0374,Latin,May,Thu,0,1,1,0,173.1,16,9.9,183,55.9,6.9,40.03,100
SNG0375,Pop,May,Mon,1,1,0,1,84,14,2.2,172,43.8,6.9,39.26,78.5
SNG0376,Hip-Hop,Feb,Wed,0,1,0,1,124.7,14,5.3,224,61.3,12.4,53.41,100
SNG0377,EDM,Aug,Sun,1,1,0,0,66.6,17,6.5,205,53.5,7.2,26.58,75.7
SNG0378,Pop,Aug,Fri,0,1,1,0,162.5,22,4.4,265,60,12,47.65,100
SNG0379,Country,Nov,Sun,0,1,0,1,29.7,12,1.1,229,55.2,5.2,18.16,69
SNG0380,Hip-Hop,Jan,Fri,0,1,1,1,72.2,19,66.1,263,51.7,10.7,49.06,95.8
SNG0381,Pop,Aug,Fri,1,0,0,0,50.5,14,11.6,160,63,29.3,58.14,100
SNG0382,Latin,May,Thu,0,1,1,0,177.3,15,8,120,72.1,11.4,24.05,64.5
SNG0383,Rock,Feb,Thu,1,0,0,1,190.4,15,17.9,213,48.6,7.5,18.82,62.1
SNG0384,EDM,Feb,Wed,0,0,0,0,66.7,14,9.8,209,65.1,4.2,27.72,80.7
SNG0385,Latin,Jun,Thu,1,1,0,1,27,12,3,201,67.3,9.7,53.48,100
SNG0386,Country,Nov,Fri,0,0,0,1,89.9,18,16.9,208,34.9,7.6,38.81,98.8
SNG0387,Hip-Hop,Sep,Wed,0,1,0,0,20.8,19,11.8,169,75.6,14.1,48.71,100
SNG0388,Pop,Jan,Wed,1,1,0,1,208.2,15,3.1,223,95,2.1,30.63,76
SNG0389,Latin,Dec,Thu,0,0,0,1,47.9,11,11.1,229,56.4,7.8,28.6,74.1
SNG0390,Country,Jun,Fri,0,1,0,1,65.3,20,4.4,167,54.9,12.6,36.37,78.3
SNG0391,Indie,Sep,Fri,1,0,0,0,41.4,20,6.6,194,54.2,10,32.53,66.7
SNG0392,R&B,Aug,Sat,0,0,0,1,35.5,14,9.4,196,69.2,6.9,25.16,67.8
SNG0393,Hip-Hop,Nov,Thu,1,1,0,0,111.7,19,18.8,184,67.2,6.8,38.57,100
SNG0394,Country,Jun,Wed,0,1,0,1,59.7,17,3.1,168,29.4,3.7,22.97,46.1
SNG0395,Hip-Hop,Mar,Thu,1,1,0,1,68.7,21,7.6,205,42.4,12.2,47.8,100
SNG0396,Indie,Aug,Sat,0,1,0,0,33,22,33.6,213,67.1,12.7,58.38,100
SNG0397,EDM,Sep,Mon,0,1,1,1,121.4,16,4.7,185,55.4,2.9,32.82,73.5
SNG0398,R&B,Jan,Fri,1,0,1,1,130.4,17,6.5,170,37,16.6,42.62,97.8
SNG0399,Latin,Dec,Fri,1,1,0,0,57.6,10,33.5,218,85,5.3,35.56,100
SNG0400,Latin,Sep,Tue,0,1,0,0,162,19,9.7,180,43.6,6.7,22.21,68.4
SNG0401,Pop,Jun,Thu,0,1,0,1,62,19,1.5,195,58.6,39.8,49.41,95.1
SNG0402,EDM,Jun,Wed,1,0,0,0,115.1,20,2.7,191,54.9,32.5,39.24,90.3
SNG0403,R&B,Dec,Sat,0,1,0,0,21.4,12,10.2,245,38.6,2.8,39.17,77.7
SNG0404,Country,Apr,Fri,1,1,0,1,85.4,18,8,182,61.3,3.2,44.46,87.7
SNG0405,Hip-Hop,Jan,Fri,1,0,0,1,55.1,16,6.3,260,65.1,3.9,29.03,77.9
SNG0406,EDM,Oct,Fri,0,1,0,1,74.4,18,38.3,229,49.6,32.1,24.74,84.9
SNG0407,Hip-Hop,Aug,Fri,0,1,0,0,72.1,19,3.1,263,51.9,5.6,40.6,86.8
SNG0408,Pop,Feb,Fri,1,0,0,0,72.8,18,5.1,226,68.8,2.8,45.86,100
SNG0409,EDM,Dec,Mon,0,0,0,0,102.6,20,0.9,198,22.4,24.2,23.35,70.8
SNG0410,Pop,Jan,Thu,0,1,0,1,44.9,18,15.6,176,42.8,14.5,35.46,83
SNG0411,Hip-Hop,Feb,Wed,1,1,0,1,99.3,9,2.7,194,61.8,54.6,46.18,100
SNG0412,Indie,Jan,Fri,0,0,1,0,158,16,14.2,253,48.5,14.5,24.25,60.7
SNG0413,Indie,Jan,Mon,1,1,1,0,24.9,16,12.9,203,48.3,8.8,23.07,47.8
SNG0414,Rock,Sep,Fri,0,0,0,1,38.6,26,45.3,226,74.2,11,27.02,74.4
SNG0415,Rock,Jan,Wed,0,1,0,1,39.8,17,9.8,212,46.6,6.3,16.39,66.6
SNG0416,R&B,Apr,Sun,0,1,0,0,31,26,4,213,93.6,25.6,46.89,100
SNG0417,Hip-Hop,Oct,Thu,0,1,0,1,47.8,18,8.2,214,26.4,26.8,21.54,54.3
SNG0418,Hip-Hop,Jun,Thu,0,0,0,0,137.4,12,2.8,221,18.2,2.5,30.63,82
SNG0419,Latin,Jul,Sun,0,0,0,1,183.7,19,7.3,179,73.8,19.2,40.81,100
SNG0420,Latin,Feb,Fri,1,0,0,1,71.8,14,4.6,196,40.3,3.8,27.15,67.5
SNG0421,Country,Jun,Sun,0,0,0,1,53.1,19,5.1,215,40.6,62.2,47.85,76.5
SNG0422,Country,Jul,Mon,0,1,1,0,117,23,2.4,210,75.7,30.4,54.18,100
SNG0423,Pop,Oct,Thu,0,1,1,0,12.7,16,7.2,190,49,3.6,34.59,77.9
SNG0424,R&B,Oct,Fri,0,0,0,1,31.9,15,11.5,218,74.4,10.9,42.25,91.4
SNG0425,Pop,Feb,Sat,0,0,0,0,13.1,21,1.2,180,47,20,48.22,100
SNG0426,Rock,Feb,Wed,0,0,0,1,31.6,12,2.9,166,64.5,5.5,34.73,71.8
SNG0427,R&B,Oct,Sun,0,0,1,1,39,15,6.4,214,48.8,3,19.09,63.5
SNG0428,EDM,Jul,Fri,0,1,0,1,187.6,21,0.7,167,41.4,9.8,35.15,86.3
SNG0429,Hip-Hop,Dec,Sat,0,1,1,0,10,15,26.2,214,89.2,7.9,30.9,89.6
SNG0430,Pop,Jan,Thu,1,0,0,1,49.8,14,2.9,142,78.1,4.3,40.09,92.3
SNG0431,Pop,Aug,Wed,0,1,1,1,102.9,18,2.4,182,44.9,24.3,46.84,100
SNG0432,Country,Nov,Sun,0,1,0,0,88.9,22,4.5,195,54.8,3.2,35.62,73.8
SNG0433,Rock,Mar,Sun,1,0,1,0,185.5,9,6.2,154,84.6,8.3,47.84,100
SNG0434,Pop,Nov,Fri,0,1,1,0,74.6,21,2.8,193,40.2,10.4,51.94,100
SNG0435,Pop,Jun,Mon,1,0,0,0,86.7,24,13.2,243,41.2,11.6,33.68,79.1
SNG0436,Latin,Sep,Tue,0,1,0,1,18.4,12,7.8,164,66.5,22.3,29.69,84.8
SNG0437,Pop,Jun,Fri,0,0,1,1,33.4,21,2.6,194,98.9,7.4,53.09,100
SNG0438,Country,Sep,Mon,0,0,0,1,19.1,16,3.4,259,59,1.1,26.92,63.4
SNG0439,Latin,Jul,Thu,0,0,0,1,99.6,17,1.4,171,76.9,6.6,44.38,100
SNG0440,Pop,Sep,Thu,1,1,0,1,85.1,22,1.8,250,39.7,16.1,41.96,93.2
SNG0441,Pop,Feb,Fri,0,1,0,1,83.1,22,7.8,196,64.5,8,48.02,96.9
SNG0442,Indie,Dec,Mon,1,1,0,0,36,18,2.6,208,51.5,8.1,48.49,100
SNG0443,Hip-Hop,Aug,Fri,0,1,0,1,33.7,21,27.8,246,91.6,13.7,48.83,100
SNG0444,Hip-Hop,Aug,Fri,0,0,0,0,77.2,12,5.8,189,86.8,15.3,45.6,88.9
SNG0445,Country,Feb,Fri,1,1,0,1,41.7,24,1.6,225,99,2.2,56.94,100
SNG0446,Indie,Dec,Thu,0,1,0,0,32.6,15,2,233,45.5,8.9,30.18,77.9
SNG0447,Indie,Apr,Thu,0,1,0,1,46.7,16,14.1,184,58.6,7.7,43.17,100
SNG0448,Latin,Nov,Fri,1,0,0,1,42,7,5.1,181,64.8,9.6,44.1,99.3
SNG0449,Hip-Hop,Jul,Sat,1,1,0,1,36.4,20,13.4,198,46.2,1.9,42.07,95.2
SNG0450,Pop,Nov,Fri,0,0,0,1,28.3,16,3.9,199,60.4,26,24.43,76.6
SNG0451,Country,Apr,Sun,1,0,1,1,91.3,16,3.3,170,74.4,9.1,35.69,72
SNG0452,Rock,Apr,Fri,1,0,0,0,198.2,15,15,184,48.1,12.7,47.14,83.8
SNG0453,R&B,Jun,Fri,1,0,0,0,64.9,18,2.5,120,45.3,37.1,34.95,94.1
SNG0454,EDM,Oct,Tue,0,1,0,1,77.9,21,8.5,194,44.1,12.8,41.09,97.6
SNG0455,Pop,Jun,Fri,1,0,1,0,97.1,23,4.5,234,33.8,2.6,35.57,90.7
SNG0456,R&B,Oct,Fri,0,1,0,0,86.2,15,12.1,152,73.4,8.4,27.57,80.3
SNG0457,Pop,Mar,Wed,1,0,0,0,36.9,18,28.1,190,45.3,15.5,30.22,76.4
SNG0458,R&B,Sep,Fri,0,0,0,0,222.3,17,3.8,283,43.4,9.4,37.83,69
SNG0459,Pop,Dec,Thu,0,1,0,0,39.2,16,3.3,204,67.5,35.4,52.75,100
SNG0460,Pop,Oct,Fri,1,1,0,0,105,15,10,248,57.8,4.6,61.29,100
SNG0461,Pop,Nov,Fri,0,1,0,0,96.7,17,2.1,173,48.5,24.4,31.22,90.7
SNG0462,Latin,Feb,Fri,1,0,0,0,16.9,23,23.4,219,72.6,17.7,49.8,100
SNG0463,Latin,Jun,Sun,1,1,1,1,51.9,20,20.1,167,47.8,9.7,32.02,87.9
SNG0464,Rock,Dec,Thu,1,1,0,1,69.4,19,2.2,218,18.8,11.8,25.45,64.4
SNG0465,Indie,Jul,Thu,0,1,0,0,73.2,14,1.3,232,82,4.1,47.33,100
SNG0466,Hip-Hop,Dec,Thu,1,1,0,1,82.4,19,1.9,224,43.1,7.1,25.13,88.1
SNG0467,Hip-Hop,Sep,Sat,0,0,0,0,113.3,15,2,194,45.1,14.3,32.95,85.6
SNG0468,EDM,Mar,Fri,0,0,1,1,66.3,23,11.3,214,45.1,8,45.88,92.8
SNG0469,Hip-Hop,Oct,Fri,1,1,1,1,85.5,15,22.1,214,59.1,9.5,48.11,100
SNG0470,Indie,Mar,Wed,0,1,1,1,64.6,15,11.1,226,53.1,20,29.96,80.6
SNG0471,Pop,Jul,Fri,0,1,1,1,32.7,11,4.4,201,75.8,2,46.83,100
SNG0472,Indie,Apr,Thu,1,1,0,0,68.2,12,7.5,235,87.6,12.1,16.98,70.5
SNG0473,Pop,Aug,Fri,0,0,0,0,112.7,19,2.5,251,45.8,37.4,44.18,100
SNG0474,EDM,Jul,Sat,0,1,0,1,144.9,10,14.7,195,41.1,6.7,38.44,80.5
SNG0475,Rock,May,Fri,1,1,0,0,97.1,14,8.1,206,48.6,3.3,36.75,73.2
SNG0476,Indie,Jul,Fri,0,0,1,0,169.7,18,11,176,65.9,6.6,53.6,100
SNG0477,Pop,Mar,Fri,1,0,0,0,89.4,20,2.8,216,55.9,2.7,38.52,89.1
SNG0478,Rock,Dec,Fri,1,1,0,0,122.1,17,4.7,216,49,10.8,52.93,100
SNG0479,Indie,Feb,Fri,1,1,1,0,128.5,16,10.5,207,34.7,8.5,39.14,92.2
SNG0480,Rock,Jun,Fri,1,1,0,0,57,21,20.1,209,18.2,11.6,29,87.6
SNG0481,Rock,Feb,Wed,0,0,1,0,110.9,13,3.2,266,39.9,8.1,40.25,82.1
SNG0482,Latin,Mar,Mon,0,0,0,0,34.5,14,11,120,80.8,10.6,33.89,79.9
SNG0483,R&B,Jun,Fri,1,1,0,1,85.2,15,2.9,189,65.8,12.9,33.02,90.4
SNG0484,Rock,May,Fri,1,1,0,1,99.9,23,36.8,194,54.6,3.5,55.62,95
SNG0485,Rock,Aug,Wed,0,0,0,1,139.2,20,3.8,252,71.1,11.9,52.25,100
SNG0486,EDM,Sep,Fri,0,0,0,1,118.5,15,9.8,220,34.8,28.7,36.38,99.2
SNG0487,Pop,Nov,Mon,0,0,0,1,140.5,13,6.4,221,59,4.2,40.14,83
SNG0488,Hip-Hop,Mar,Wed,0,1,1,1,62.2,14,57.1,245,25.8,11.5,42.37,93.4
SNG0489,Indie,Dec,Fri,1,1,0,1,52.4,17,6.7,199,64.2,25.4,25.17,71.6
SNG0490,EDM,Oct,Fri,0,1,1,0,55,17,3.4,226,62.7,3.6,46.45,100
SNG0491,R&B,Mar,Fri,1,1,0,1,80.4,16,9.7,188,63.1,17.1,43.37,100
SNG0492,Rock,Mar,Fri,1,0,1,0,18.8,16,9.5,171,79,7.6,37.14,83.9
SNG0493,Hip-Hop,Jun,Sun,0,1,0,1,169.4,17,4.8,262,72,20.3,31.65,100
SNG0494,Pop,Jan,Fri,1,1,0,0,68.8,19,2,217,36.2,4.7,16.35,66.5
SNG0495,R&B,Jul,Mon,0,0,0,1,49.9,17,3.4,226,79.3,9,32.7,86.3
SNG0496,Hip-Hop,Dec,Thu,0,1,0,0,11.3,22,12.1,170,54.2,2.7,35.89,100
SNG0497,Rock,Jan,Tue,1,0,1,0,65,17,1.1,221,22.5,12.8,14.81,56.2
SNG0498,Pop,May,Sun,1,1,0,0,58,14,4.4,262,56,12.9,47.07,100
SNG0499,Indie,Oct,Tue,1,0,0,0,35.6,15,13.4,196,69.6,13.9,19.73,66.3
SNG0500,Indie,Aug,Thu,0,1,1,0,41.6,14,5,165,39.8,13.4,28.57,73.1
SNG0501,Latin,Apr,Wed,0,0,0,0,65.5,8,38.7,211,82,8.4,41.64,100
SNG0502,Rock,May,Sat,1,1,1,0,44.2,17,1.1,172,41.4,2.8,36.03,78.5
SNG0503,Hip-Hop,Apr,Thu,0,1,0,0,99.5,20,2.3,155,49.3,20,39.74,83.7
SNG0504,Country,Dec,Sun,0,0,0,1,39.5,23,0.7,181,46,8.8,29.32,72.7
SNG0505,Latin,Dec,Mon,0,1,0,0,74.3,18,32.9,189,27.2,12.4,20.37,84
SNG0506,Pop,Apr,Tue,1,1,1,0,152.3,15,2.3,173,40.1,7.8,32.33,82
SNG0507,EDM,Dec,Wed,0,0,0,1,65,18,0.9,247,45.2,43.3,25.33,58.6
SNG0508,Country,Aug,Sat,1,0,0,1,85.6,14,3.2,265,55.7,5.7,46.61,98.4
SNG0509,Indie,Feb,Sat,1,1,0,0,81.8,25,1.6,225,5,5.6,20.9,52.9
SNG0510,Latin,Jan,Mon,0,1,0,0,67.1,15,3.2,217,70.9,2.6,47.71,100
SNG0511,Rock,Mar,Mon,0,1,0,1,63.6,20,5.7,200,70.7,9.9,30.12,85
SNG0512,R&B,Sep,Fri,0,1,0,0,44.7,19,11.3,176,79.3,39.9,51.8,95.2
SNG0513,Indie,Apr,Tue,1,0,0,0,74.1,22,4.7,256,31.2,10,41.65,92
SNG0514,EDM,Oct,Tue,0,0,1,1,54.7,15,5.6,203,52.7,10.8,44.1,86.3
SNG0515,Pop,May,Mon,0,1,0,0,196.8,15,3.2,190,74.9,19.7,38,90.7
SNG0516,Pop,Feb,Mon,0,0,1,1,117.7,18,1.4,237,76.5,10.3,43.03,83.2
SNG0517,Hip-Hop,Apr,Wed,1,0,0,0,24.1,15,1,203,84.6,23.6,26.58,72.2
SNG0518,Country,Feb,Mon,0,0,0,1,25.1,23,3.9,236,59.8,26.5,47.23,95.5
SNG0519,Indie,Feb,Thu,1,1,1,1,60.9,16,5.9,192,57,5.6,38.91,51.3
SNG0520,Pop,Apr,Sat,1,1,1,0,50.6,21,3.7,238,30,2.9,63.7,100
SNG0521,Rock,Jun,Thu,0,0,0,1,58.7,26,1.1,236,77.2,15.7,39.99,100
