Summary,Precip_Type,Temperature_Celcius,Humidity,Wind_Speed,Wind_Bearing,Visibility,Pressure
Partly Cloudy,snow,-0.072222222222222,0.83,11.0607,140,7.7441,1024.69
Partly Cloudy,snow,-0.238888888888889,0.85,7.6314,150,7.8246,1024.56
Partly Cloudy,rain,1.02222222222222,0.79,12.5741,139,8.8872,1025.06
Partly Cloudy,rain,2.11666666666667,0.74,15.7297,149,9.9015,1024.38
Partly Cloudy,rain,2.68333333333333,0.78,19.8513,149,9.982,1024.45
Partly Cloudy,rain,4.82777777777778,0.71,15.8907,150,9.982,1023.78
Partly Cloudy,rain,6.93888888888889,0.66,12.7673,150,9.982,1023.19
Partly Cloudy,rain,6.70555555555556,0.68,13.6528,160,9.2575,1022.67
Partly Cloudy,rain,7.46666666666667,0.69,14.2163,168,9.982,1022.1
Partly Cloudy,rain,6.93888888888889,0.72,15.5043,160,9.982,1021.63
Mostly Cloudy,rain,3.75,0.89,8.0017,243,5.0393,1022.06
Mostly Cloudy,rain,2.71666666666667,0.89,3.5742,176,5.1359,1022.19
Mostly Cloudy,rain,1.11666666666667,0.86,7.7924,237,5.0876,1021.91
Foggy,snow,-0.711111111111112,0.93,7.6475,201,0.4991,1022.15
Foggy,snow,-0.944444444444444,0.92,4.3631,250,0.4347,1021.86
Foggy,snow,-0.994444444444444,0.96,8.9677,150,0.3381,1022.11
Foggy,snow,-0.416666666666667,0.96,6.601,150,0.9982,1021.75
Foggy,rain,0.050000000000002,0.96,11.0768,140,1.5295,1021.55
Foggy,rain,0.050000000000002,0.96,11.0768,160,1.932,1021.53
Partly Cloudy,rain,2.75,0.88,13.2181,149,8.5974,1020.36
Foggy,rain,0.094444444444445,0.95,6.6171,151,1.4651,1021.35
Foggy,snow,-0.433333333333334,0.95,3.6708,192,1.4651,1021.42
Foggy,snow,-0.272222222222221,0.96,10.6743,161,1.8515,1021.14
Foggy,rain,0.122222222222222,0.99,8.0983,169,1.932,1021.11
Mostly Cloudy,rain,1.11666666666667,0.92,8.2593,160,3.9284,1020.84
Mostly Cloudy,rain,1.18333333333333,0.93,9.5151,169,3.7513,1020.93
Mostly Cloudy,rain,2.17777777777778,0.86,11.27,170,3.3649,1021.13
Mostly Cloudy,rain,3.91666666666666,0.82,9.7405,170,3.5581,1021.32
Partly Cloudy,rain,5.95555555555556,0.78,9.5956,172,5.6189,1021.27
Partly Cloudy,rain,8.86666666666667,0.67,11.4149,170,6.1985,1021.11
Mostly Cloudy,rain,10.0722222222222,0.62,12.8639,151,9.9015,1020.32
Mostly Cloudy,rain,10.1333333333333,0.66,11.5115,150,9.3702,1019.7
Mostly Cloudy,rain,11.2277777777778,0.61,8.3559,152,9.9015,1019.34
Mostly Cloudy,rain,11.1833333333333,0.66,11.2217,150,9.9015,1019.04
Mostly Cloudy,rain,9.06111111111111,0.72,12.0428,150,9.3702,1019.33
Partly Cloudy,rain,6.18333333333333,0.86,4.991,158,8.05,1019.47
Mostly Cloudy,rain,6.11666666666667,0.86,5.1681,151,8.05,1019.95
Mostly Cloudy,rain,6.88333333333333,0.81,11.8657,159,7.8085,1020.13
Partly Cloudy,rain,5.02222222222222,0.86,9.7244,142,7.9051,1020.03
Partly Cloudy,rain,4.95,0.86,6.6493,159,7.8729,1020.05
Partly Cloudy,rain,4.85555555555556,0.87,11.3022,160,9.2092,1020.24
Partly Cloudy,rain,3.82222222222222,0.89,13.9104,150,9.6761,1019.99
Partly Cloudy,rain,2.80555555555555,0.89,14.007,150,9.6761,1020.25
Partly Cloudy,rain,4.13888888888889,0.81,10.2235,157,7.406,1020.17
Partly Cloudy,rain,2.73333333333333,0.83,11.0124,159,9.6117,1020.06
Partly Cloudy,rain,1.16111111111111,0.86,3.7191,163,7.728,1020.15
Partly Cloudy,rain,2.2,0.83,10.9158,160,7.728,1019.76
Partly Cloudy,rain,2.15555555555556,0.8,3.542,172,7.728,1019.78
Partly Cloudy,rain,1.16111111111111,0.85,9.6439,160,5.8926,1020.15
Partly Cloudy,rain,2.60555555555555,0.84,11.4471,158,7.2611,1020.18
Mostly Cloudy,rain,4.77222222222222,0.77,13.846,160,9.6439,1020.47
Mostly Cloudy,rain,5.00555555555555,0.82,11.0768,169,9.7083,1020.57
Mostly Cloudy,rain,7.16111111111111,0.75,13.3952,172,9.2897,1020.63
Mostly Cloudy,rain,8.96111111111111,0.71,11.2217,160,9.9015,1020.34
Mostly Cloudy,rain,10.0944444444444,0.66,11.0446,159,9.9015,1019.83
Mostly Cloudy,rain,12.2277777777778,0.61,11.1251,168,9.3702,1019.4
Mostly Cloudy,rain,12.2666666666667,0.61,14.3612,160,9.9015,1018.93
Mostly Cloudy,rain,11.1555555555556,0.66,11.3505,150,9.9015,1018.58
Mostly Cloudy,rain,10.2611111111111,0.72,9.6922,151,7.728,1018.91
Mostly Cloudy,rain,8.91111111111111,0.77,9.7888,170,6.1985,1018.97
Mostly Cloudy,rain,7.73333333333333,0.77,10.7065,170,6.2951,1016.82
Mostly Cloudy,rain,7.62777777777778,0.8,10.7065,160,6.3595,1017.15
Partly Cloudy,rain,7.61111111111111,0.73,15.0052,169,6.1985,1016.99
Partly Cloudy,rain,6.59444444444444,0.77,10.948,169,6.118,1019.76
Partly Cloudy,rain,6.96666666666667,0.72,13.0732,168,9.8371,1020.03
Partly Cloudy,rain,4.02777777777778,0.8,6.4722,176,9.8049,1020.33
Partly Cloudy,rain,5.02777777777778,0.77,14.0231,160,9.8049,1020.25
Foggy,rain,2.07777777777778,0.94,8.1627,160,1.6422,1021.48
Partly Cloudy,rain,3.89444444444444,0.83,10.948,159,7.9695,1020.18
Partly Cloudy,rain,2.29444444444445,0.85,6.2468,185,6.118,1020.75
Partly Cloudy,rain,2.75,0.86,9.7244,162,6.6976,1020.43
Partly Cloudy,rain,2.24444444444444,0.86,11.0768,140,4.5885,1020.66
Partly Cloudy,rain,2.22222222222222,0.85,7.9695,142,4.5885,1020.68
Partly Cloudy,rain,2.12222222222222,0.92,9.9176,146,4.6207,1021.07
Partly Cloudy,rain,2.80555555555555,0.89,5.0071,189,4.991,1021.76
Partly Cloudy,rain,6.13888888888889,0.79,7.9373,181,6.1985,1021.58
Partly Cloudy,rain,8.76666666666667,0.73,2.1413,219,5.957,1021.76
Partly Cloudy,rain,11.2055555555556,0.66,7.7602,189,7.2128,1021.4
Partly Cloudy,rain,12.2444444444444,0.66,4.6207,168,7.1323,1021.18
Mostly Cloudy,rain,12.3111111111111,0.63,7.9212,170,7.8085,1021.17
Mostly Cloudy,rain,12.3611111111111,0.66,4.6046,190,8.05,1020.99
Mostly Cloudy,rain,12.2888888888889,0.72,0.2737,0,8.05,1020.89
Partly Cloudy,rain,11.0611111111111,0.72,2.2057,81,6.9391,1021.07
Partly Cloudy,rain,7.93333333333333,0.83,0.1288,350,5.0393,1021.03
Partly Cloudy,rain,6.28888888888889,0.93,7.2611,6,5.0393,1021.59
Partly Cloudy,rain,6.33888888888889,0.93,1.288,114,4.4919,1021.99
Foggy,rain,6.20555555555556,0.93,3.22,320,3.2039,1021.81
Foggy,rain,5.62777777777778,0.89,5.313,128,2.0769,1021.83
Foggy,rain,4.95555555555556,0.93,6.44,320,0.3381,1022.18
Foggy,rain,3.91111111111111,0.96,1.5295,310,0.161,1021.72
Foggy,rain,1.82222222222222,0.92,11.27,80,0.161,1021.8
Foggy,rain,4.14444444444445,0.94,3.8157,143,1.0626,1021.78
Foggy,rain,2.24444444444444,0.96,0,0,0.161,1021.68
Foggy,rain,2.80555555555555,0.92,2.9302,191,0.161,1021.37
Foggy,rain,2.41111111111111,0.96,2.9141,56,0.1771,1020.67
Foggy,rain,2.36111111111111,0.96,1.5295,110,0.3381,1020.43
Foggy,rain,3.98333333333333,0.92,8.9838,130,1.8515,1019.45
Foggy,rain,3.85555555555555,0.93,5.1037,181,1.7388,1019.11
Foggy,rain,3.98333333333333,0.92,7.6475,160,1.8676,1019.17
Foggy,rain,5.07222222222222,0.87,11.0768,160,2.9624,1019.03
Foggy,rain,6.13888888888889,0.88,8.9033,180,2.8014,1018.51
Overcast,rain,7.75555555555556,0.84,12.236,269,3.8801,1018
Foggy,rain,7.82222222222222,0.89,3.0107,191,2.9624,1017.58
Partly Cloudy,rain,9.04444444444444,0.92,7.9856,244,3.22,1016.88
Partly Cloudy,rain,9.88333333333333,0.84,12.6546,291,4.8461,1016.72
Mostly Cloudy,rain,9.88333333333333,0.83,14.329,310,3.9284,1016.53
Mostly Cloudy,rain,8.9,0.85,12.88,328,5.4579,1016.8
Overcast,rain,7.75555555555556,0.83,10.7065,338,5.9248,1016.9
Mostly Cloudy,rain,7.2,0.86,4.9749,258,7.7763,1016.82
Mostly Cloudy,rain,7.23333333333334,0.87,10.1913,321,10.2396,1017.15
Overcast,rain,7.15,0.8,4.7495,336,10.8514,1016.99
Overcast,rain,6.6,0.82,11.0929,327,9.6117,1016.99
Overcast,rain,6.12222222222222,0.87,10.2235,345,9.7083,1016.85
Overcast,rain,5.57777777777778,0.93,11.2217,298,7.8729,1016.98
Overcast,rain,5.05,0.89,14.2002,288,7.9695,1016.7
Overcast,rain,5.08333333333333,0.9,16.4703,287,7.9051,1016.75
Overcast,rain,5,0.89,11.0768,240,9.8049,1016.09
Overcast,rain,4.97777777777778,0.89,11.0607,240,11.8979,1015.69
Overcast,rain,5,0.9,10.8192,223,14.0875,1015.48
Overcast,rain,4.97777777777778,0.83,11.3988,220,11.1251,1014.9
Overcast,rain,4.97777777777778,0.83,20.3826,230,11.1251,1015.31
Overcast,rain,4.91666666666667,0.84,20.286,238,10.8836,1015.56
Overcast,rain,3.93888888888889,0.89,17.7905,240,11.1251,1015.8
Overcast,rain,3.91666666666666,0.89,23.4577,249,11.27,1016.5
Overcast,rain,3.94444444444444,0.9,26.0659,250,11.0768,1017.24
Mostly Cloudy,rain,3.86666666666667,0.89,21.7994,242,11.27,1017.38
Mostly Cloudy,rain,4.93333333333333,0.77,21.9765,261,11.27,1016.78
Mostly Cloudy,rain,3.99444444444444,0.78,25.1321,276,11.0768,1016.31
Partly Cloudy,rain,3.93888888888889,0.76,17.5329,270,11.27,1016.39
Partly Cloudy,rain,3.93888888888889,0.82,16.2127,262,11.27,1016.5
Partly Cloudy,rain,2.52777777777778,0.8,21.4291,276,11.0768,1017.13
Partly Cloudy,rain,2.26666666666667,0.72,17.3236,271,10.0464,1017.41
Partly Cloudy,rain,1.18333333333333,0.78,15.9229,270,9.982,1017.99
Partly Cloudy,rain,1.23333333333333,0.8,11.6403,249,9.982,1018.52
Partly Cloudy,rain,0.027777777777776,0.85,12.7834,261,9.982,1018.53
Partly Cloudy,rain,0.599999999999999,0.82,17.6939,262,14.9086,1018.88
Partly Cloudy,rain,0.68888888888889,0.85,24.1661,278,14.168,1019.54
Clear,rain,0.48888888888889,0.79,16.905,288,9.982,1019.82
Partly Cloudy,rain,0.050000000000002,0.78,17.5812,270,14.9086,1019.89
Partly Cloudy,snow,-0.327777777777778,0.77,19.9479,267,14.9569,1024.92
Partly Cloudy,snow,-0.483333333333334,0.85,14.1519,234,14.9569,1020.47
Partly Cloudy,snow,-0.044444444444444,0.83,17.227,251,14.6832,1020.37
Mostly Cloudy,rain,0.127777777777776,0.86,14.7798,251,13.363,1020.4
Partly Cloudy,rain,1.08888888888889,0.79,21.7189,260,10.8997,1020.21
Partly Cloudy,rain,1.08888888888889,0.85,21.9765,280,11.1251,1021.36
Mostly Cloudy,rain,1.01666666666667,0.81,23.8924,270,10.0303,1021.9
Breezy and Partly Cloudy,rain,1.03888888888889,0.78,29.5274,290,11.27,1022.49
Partly Cloudy,rain,2.15,0.7,24.955,290,11.27,1022.53
Breezy and Partly Cloudy,rain,2.73888888888889,0.7,30.6061,279,11.0768,1023.15
Breezy and Partly Cloudy,rain,2.75555555555556,0.62,35.903,290,11.27,1023.33
Breezy and Partly Cloudy,rain,3.83888888888889,0.58,36.0318,290,11.27,1023.12
Breezy and Partly Cloudy,rain,3.93888888888889,0.62,33.5041,289,11.592,1023.29
Partly Cloudy,rain,2.88888888888889,0.61,25.3092,280,11.27,1022.84
Partly Cloudy,rain,2.86666666666666,0.58,25.2931,299,11.2056,1023.41
Partly Cloudy,rain,2.40555555555555,0.59,15.5204,289,11.3988,1023.62
Partly Cloudy,rain,2.22222222222222,0.6,20.6885,281,9.982,1024.11
Partly Cloudy,rain,1.15555555555555,0.69,20.2055,281,9.982,1024.13
Partly Cloudy,rain,0.305555555555554,0.74,15.6492,280,9.982,1025.01
Partly Cloudy,rain,0.116666666666667,0.75,12.9766,280,9.982,1025.21
Clear,rain,0.072222222222224,0.72,14.1841,280,9.982,1025.6
Partly Cloudy,rain,0.111111111111113,0.73,11.4149,277,14.9569,1025.76
Partly Cloudy,snow,-0.488888888888888,0.75,14.7959,271,15.8263,1025.71
Partly Cloudy,snow,-0.488888888888888,0.75,17.4524,280,15.8263,1026.01
Clear,snow,-3.24444444444444,0.86,12.6224,286,8.2593,1026.29
Clear,snow,-0.533333333333334,0.75,20.7368,290,15.8263,1025.83
Clear,snow,-0.533333333333334,0.72,20.5436,290,15.8263,1025.94
Clear,snow,-1.42777777777778,0.78,15.0052,283,14.9569,1026.38
Clear,snow,-2.12777777777778,0.81,16.1161,291,9.982,1026.53
Clear,snow,-2.66666666666667,0.78,14.6349,291,9.982,1027.02
Clear,snow,-2.16666666666667,0.81,14.5705,289,9.982,1027.48
Clear,snow,-1.16111111111111,0.75,12.6546,309,9.982,1027.92
Clear,snow,-0.027777777777778,0.69,17.6617,319,9.982,1028.21
Clear,rain,2.03888888888889,0.65,16.3576,334,9.982,1028.61
Clear,rain,2.24444444444444,0.61,14.0875,319,15.8263,1028.8
Partly Cloudy,rain,2.87222222222222,0.57,12.3004,329,11.2056,1028.38
Partly Cloudy,rain,3.89444444444444,0.48,7.9695,11,11.3988,1027.96
Partly Cloudy,rain,3.91111111111111,0.48,3.9928,43,11.2056,1027.4
Partly Cloudy,rain,3.83888888888889,0.45,2.6887,179,11.2056,1027.3
Partly Cloudy,rain,1.39444444444444,0.57,7.0518,140,11.3988,1027.67
Clear,snow,-0.05,0.69,0.1449,240,9.982,1027.68
Clear,snow,-1.20555555555556,0.75,7.5026,171,9.982,1027.79
Clear,snow,-2.13333333333333,0.81,9.7888,167,9.982,1027.94
Clear,snow,-2.33888888888889,0.82,4.7012,149,9.9015,1027.8
Clear,snow,-3.42777777777778,0.85,3.0429,198,15.7297,1027.96
Clear,snow,-3.85,0.88,3.6547,168,13.524,1027.69
Clear,snow,-4.00555555555556,0.88,1.5295,110,9.8532,1027.16
Clear,snow,-4.49444444444444,0.88,6.0375,120,7.9695,1026.85
Mostly Cloudy,snow,-2.36111111111111,0.82,6.118,84,14.1841,1016.81
Clear,snow,-4.56666666666667,0.88,6.2951,129,7.9695,1025.96
Clear,snow,-5.09444444444445,0.85,6.2307,138,7.9695,1025.56
Clear,snow,-5.1,0.89,6.1341,135,7.9051,1025.14
Clear,snow,-5.09444444444445,0.85,10.5777,140,7.0357,1024.58
Clear,snow,-6.16111111111111,0.92,7.567,139,6.9391,1024.16
Clear,snow,-5.26666666666667,0.86,7.9856,120,7.3255,1023.68
Clear,snow,-3.03333333333333,0.79,7.6797,120,7.8246,1023.3
Clear,snow,-2.10555555555556,0.76,13.8621,139,9.8049,1023.08
Clear,snow,-0.155555555555556,0.73,4.5724,91,9.9015,1022.81
Clear,rain,2.12777777777778,0.61,5.0071,145,9.982,1021.89
Partly Cloudy,rain,2.19444444444445,0.6,10.8836,116,9.982,1020.88
Partly Cloudy,rain,2.78888888888889,0.57,11.753,108,9.982,1020.18
Partly Cloudy,rain,2.77777777777778,0.53,10.9963,118,9.982,1019.19
Partly Cloudy,rain,2.26666666666667,0.64,12.3648,81,9.982,1018.69
Partly Cloudy,rain,1.11111111111111,0.64,7.9856,71,9.982,1018.52
Partly Cloudy,snow,-0.138888888888889,0.76,9.5151,50,9.982,1018.02
Partly Cloudy,snow,-1.20555555555556,0.81,9.66,52,9.982,1017.9
Partly Cloudy,snow,-1.22777777777778,0.77,9.2736,66,9.982,1017.54
Partly Cloudy,snow,-1.29444444444444,0.76,12.2038,69,9.9015,1016.92
Partly Cloudy,snow,-2.36666666666667,0.82,10.5938,60,9.9015,1016.81
Clear,snow,-1.79444444444444,0.77,10.3845,76,14.7959,1016.15
Partly Cloudy,snow,-2.34444444444444,0.79,3.0751,60,15.6492,1015.82
Mostly Cloudy,rain,7.51666666666667,0.86,6.0214,300,5.9248,1028.01
Mostly Cloudy,rain,8.34444444444445,0.93,5.6511,206,4.2826,1021.48
Foggy,rain,5.04444444444444,0.93,3.3488,302,1.8837,1027.71
Foggy,rain,4.05,0.92,6.1341,319,0.3703,1027.68
Foggy,rain,4.69444444444445,0.93,3.864,325,0.5152,1027.46
Foggy,rain,2.92222222222222,1,3.2039,331,0.2254,1027.47
Foggy,rain,2.92222222222222,1,3.1878,271,0.3703,1027.5
Foggy,rain,3.01111111111111,0.99,0.644,332,1.3846,1027.75
Foggy,rain,5.12222222222222,1,0,0,2.9785,1027.98
Mostly Cloudy,rain,7.32222222222222,0.99,7.8729,212,4.9105,1027.69
Mostly Cloudy,rain,10.5777777777778,0.83,12.0428,214,5.3452,1027.4
Mostly Cloudy,rain,12.1777777777778,0.73,10.9319,231,6.118,1026.82
Clear,rain,12.8277777777778,0.72,9.982,222,9.9015,0
Mostly Cloudy,rain,13.6555555555556,0.66,14.2324,215,9.3702,1025.68
Mostly Cloudy,rain,13.7944444444444,0.6,14.168,230,10.0464,1024.69
Mostly Cloudy,rain,12.7777777777778,0.64,11.4149,240,10.0464,1024.18
Mostly Cloudy,rain,11.1666666666667,0.72,8.5974,264,9.338,1024.05
Mostly Cloudy,rain,8.93888888888889,0.77,5.1198,219,8.05,1023.57
Partly Cloudy,rain,7.4,0.86,9.7083,211,6.1985,1023.36
Partly Cloudy,rain,7.49444444444445,0.87,9.5312,194,4.4436,1023.15
Foggy,rain,6.28888888888889,0.93,8.1949,183,1.7549,1022.56
Foggy,rain,5.75555555555556,0.93,6.5849,184,1.5939,1022.36
Foggy,rain,6.97777777777778,0.93,6.7781,189,2.3506,1021.71
Foggy,rain,7.37222222222222,0.96,6.762,212,2.2057,1021.15
Mostly Cloudy,snow,-2.85555555555556,0.82,3.4454,56,15.6009,1015.04
Partly Cloudy,snow,-1.91111111111111,0.9,8.6779,242,5.152,1015.73
Overcast,snow,-1.32777777777778,0.79,3.22,358,15.5526,1014.43
Overcast,snow,-0.722222222222223,0.73,5.8604,117,15.5526,1013.75
Overcast,snow,-1.12222222222222,0.82,3.1878,27,14.7154,1013.58
Overcast,snow,-1.25555555555556,0.88,1.6261,330,10.948,1013.13
Overcast,snow,-1.25555555555556,0.88,3.3649,330,10.948,1012.74
Overcast,snow,-1.12222222222222,0.89,3.3971,312,7.7924,1012.63
Overcast,snow,-1.18333333333333,0.81,5.0232,292,6.0053,1012.73
Overcast,snow,-1.16111111111111,0.88,4.3631,218,6.0697,1013.12
Overcast,snow,-0.933333333333333,0.88,5.1842,276,5.6833,1013.56
Overcast,snow,0,0.76,4.4114,245,7.9695,1013.37
Overcast,rain,0.094444444444445,0.81,10.5938,184,8.05,1012.81
Overcast,rain,0.177777777777778,0.83,12.0428,260,7.3255,1013.08
Overcast,rain,1.18333333333333,0.75,5.1037,234,6.1985,1013.28
Mostly Cloudy,rain,1.20555555555556,0.75,8.0983,269,8.05,1013.71
Partly Cloudy,rain,0.177777777777778,0.83,9.3863,245,7.4543,1014.37
Partly Cloudy,rain,0.050000000000002,0.82,11.0607,241,8.05,1014.2
Partly Cloudy,snow,-1.03888888888889,0.88,11.0607,241,8.05,1014.6
Clear,snow,-0.983333333333333,0.89,9.8049,239,7.3255,1015.38
Clear,snow,-1.08333333333333,0.88,21.2037,249,9.982,1015.31
Clear,snow,-1.08333333333333,0.88,16.7279,249,9.982,1015.49
Clear,snow,-1.46111111111111,0.9,11.9462,240,8.6457,1015.98
Clear,snow,-2.63333333333333,0.88,10.8675,204,4.2987,1016.08
Foggy,rain,7.4,0.93,6.4722,177,2.2057,1020.76
Mostly Cloudy,rain,5.48333333333333,0.84,10.1269,308,14.0553,1020.99
Mostly Cloudy,rain,8.46111111111111,0.93,14.3612,212,3.2844,1019.27
Overcast,rain,8.46111111111111,0.93,11.1895,213,3.2844,1018.56
Foggy,rain,8.98888888888889,0.93,11.7691,233,3.0107,1018.2
Foggy,rain,9.52222222222222,0.89,11.3827,243,2.8175,1017.38
Foggy,rain,10.05,0.93,12.8156,261,2.8175,1016.91
Foggy,rain,9.97777777777778,0.93,12.5741,243,2.8175,1016.94
Mostly Cloudy,rain,10.0722222222222,0.93,12.558,252,4.2021,1016.8
Overcast,rain,11.1833333333333,0.86,14.5866,263,6.3434,1016.51
Overcast,rain,12.0888888888889,0.82,18.8531,279,7.4543,1016.45
Overcast,rain,12.2444444444444,0.8,23.7153,300,8.9677,1016.44
Overcast,rain,12.2222222222222,0.8,22.2985,309,11.27,1016.14
Overcast,rain,12.1944444444444,0.81,21.4291,299,10.1913,1015.97
Breezy and Mostly Cloudy,rain,12.1722222222222,0.72,34.1642,300,11.27,1015.48
Mostly Cloudy,rain,11.1833333333333,0.7,25.1804,310,11.27,1015.68
Partly Cloudy,rain,10.2333333333333,0.66,20.93,312,11.0768,1016.14
Mostly Cloudy,rain,8.88333333333333,0.77,15.0213,40,11.27,1016.59
Mostly Cloudy,rain,7.72222222222222,0.76,8.7906,48,11.2056,1017.86
Mostly Cloudy,rain,7.47777777777778,0.78,4.7173,330,11.0285,1018.59
Partly Cloudy,rain,6.22777777777778,0.85,11.1895,281,11.2056,1019.34
Partly Cloudy,rain,5.66666666666667,0.85,11.0607,290,15.8263,1020.03
Clear,rain,4.82222222222222,0.88,10.5938,284,14.5866,1020.32
Partly Cloudy,rain,5.55555555555556,0.82,17.0016,310,15.8263,1020.39
Partly Cloudy,rain,5.04444444444444,0.82,17.1143,320,15.8263,1020.68
Partly Cloudy,rain,0.399999999999999,0.86,10.2235,331,14.168,1026.51
Mostly Cloudy,rain,4.51111111111111,0.85,11.1734,329,15.8263,1021.45
Mostly Cloudy,rain,4.51111111111111,0.85,11.3344,328,15.8263,1021.55
Mostly Cloudy,rain,4.44444444444444,0.86,7.406,327,14.9569,1021.8
Mostly Cloudy,rain,3.91111111111111,0.89,11.3505,319,11.2056,1022.26
Partly Cloudy,rain,3.86111111111111,0.89,7.9856,337,9.982,1022.76
Partly Cloudy,rain,3.13333333333333,0.95,11.27,337,10.0303,1023.54
Partly Cloudy,rain,5.02222222222222,0.86,13.9748,338,10.0464,1024.35
Partly Cloudy,rain,7.73333333333333,0.72,15.4399,7,11.27,1024.47
Partly Cloudy,rain,8.86111111111111,0.66,23.1679,8,11.4471,1024.77
Partly Cloudy,rain,9.97777777777778,0.66,20.3343,10,11.27,1024.78
Partly Cloudy,rain,9.93333333333333,0.59,20.2538,10,11.27,1024.78
Partly Cloudy,rain,10.8888888888889,0.54,21.5257,10,11.4471,1024.72
Partly Cloudy,rain,9.92777777777778,0.58,20.1089,1,11.27,1024.58
Partly Cloudy,rain,8.83888888888889,0.63,21.4935,20,11.27,1024.88
Partly Cloudy,rain,7.97777777777778,0.66,18.5311,1,11.3988,1025.37
Partly Cloudy,rain,7.24444444444444,0.71,16.8084,20,9.982,1025.93
Partly Cloudy,rain,5.11666666666667,0.82,13.8943,22,11.2056,1026.64
Partly Cloudy,rain,5.22222222222222,0.71,16.6635,28,11.0285,1027.2
Partly Cloudy,rain,3.86666666666667,0.71,19.8352,31,11.2056,1027.52
Mostly Cloudy,rain,3.28888888888889,0.73,17.0982,31,15.8263,1027.62
Mostly Cloudy,rain,2.2,0.77,10.9319,32,14.9569,1027.46
Mostly Cloudy,rain,0.650000000000001,0.82,6.4239,23,15.8263,1027.34
Partly Cloudy,snow,-0.416666666666667,0.87,5.8926,321,14.9086,1027.81
Mostly Cloudy,rain,2.87777777777778,0.91,8.5813,239,8.4686,1021.96
Partly Cloudy,snow,-0.672222222222223,0.86,10.8997,31,14.9086,1026.93
Partly Cloudy,snow,-1.22777777777778,0.85,3.2039,19,14.9086,1026.7
Partly Cloudy,snow,-1.67777777777778,0.88,3.3971,1,14.168,1026.51
Partly Cloudy,snow,-2.26666666666667,0.96,3.0429,17,9.982,1026.08
Partly Cloudy,snow,-2.24444444444444,0.88,1.7066,136,9.982,1025.66
Partly Cloudy,snow,-2.06666666666667,0.89,2.093,102,10.948,1025.55
Partly Cloudy,snow,-0.022222222222222,0.85,4.8139,149,11.27,1025.84
Mostly Cloudy,rain,2.12777777777778,0.79,12.2038,197,11.27,1025.26
Partly Cloudy,rain,4.85555555555556,0.77,10.2235,186,11.0285,1024.8
Mostly Cloudy,rain,7.03888888888889,0.66,9.7888,180,11.2056,1024.15
Mostly Cloudy,rain,7.08333333333333,0.66,10.8836,199,9.982,1023.1
Overcast,rain,7.71111111111111,0.69,12.5902,197,11.0285,1022.65
Overcast,rain,7.71111111111111,0.69,12.5419,209,11.2056,1021.89
Overcast,rain,7.22222222222222,0.73,11.0607,210,11.1251,1021.58
Overcast,rain,7.08333333333333,0.75,11.3183,202,10.8836,1021.28
Overcast,rain,6.06111111111111,0.86,5.1198,221,11.0446,1021.5
Overcast,rain,6.06111111111111,0.77,5.0876,228,11.1251,1021.78
Overcast,rain,6.06111111111111,0.81,7.9051,213,10.4167,1022.21
Overcast,rain,5.07222222222222,0.82,7.9695,201,11.1251,1021.77
Overcast,rain,5.51111111111111,0.83,6.5205,204,9.9015,1021.78
Overcast,rain,5.51111111111111,0.83,14.4095,210,9.9015,1021.72
Partly Cloudy,rain,4.93333333333333,0.82,11.0607,220,9.9015,1021.19
Partly Cloudy,rain,3.33888888888889,0.85,11.3827,203,9.9015,1021.27
Overcast,rain,5.22222222222222,0.79,19.6098,240,15.0052,1015.78
Overcast,rain,4.44444444444444,0.85,11.2217,270,9.982,1020.89
Overcast,rain,4.42222222222222,0.82,24.9872,280,9.982,1020.69
Partly Cloudy,rain,4.37777777777778,0.83,16.7118,259,9.982,1020.76
Mostly Cloudy,rain,2.87222222222222,0.82,16.1,281,9.982,1020.7
Mostly Cloudy,rain,3.91111111111111,0.82,22.379,290,9.982,1020.73
Partly Cloudy,rain,3.87222222222222,0.77,23.6509,287,11.0285,1021.13
Partly Cloudy,rain,4.97777777777778,0.76,26.6616,290,9.982,1021.44
Breezy and Partly Cloudy,rain,6.11111111111111,0.65,30.0265,300,11.27,1021.62
Breezy and Partly Cloudy,rain,6.22777777777778,0.64,32.4093,303,11.4471,1021.91
Breezy and Partly Cloudy,rain,7.28888888888889,0.6,34.5667,319,11.27,1021.41
Breezy and Partly Cloudy,rain,7.82222222222222,0.53,29.7367,300,11.27,1020.92
Partly Cloudy,rain,7.89444444444445,0.52,26.565,307,11.4471,1020.66
Partly Cloudy,rain,7.77777777777778,0.49,28.1428,300,11.27,1020.21
Partly Cloudy,rain,7.73333333333333,0.5,23.3933,309,11.2056,1020
Partly Cloudy,rain,7.22222222222222,0.55,14.8764,270,11.3988,1019.81
Overcast,rain,6.06111111111111,0.66,15.2145,268,11.1251,1019.46
Overcast,rain,6.08333333333334,0.7,15.1823,258,11.1251,1019.24
Overcast,rain,6.15555555555556,0.7,14.1358,214,11.0768,1018.8
Mostly Cloudy,rain,6.18333333333333,0.65,13.363,231,11.27,1018.23
Overcast,rain,6.11111111111111,0.66,17.2592,220,15.8746,1017.51
Overcast,rain,6.17777777777778,0.69,17.1787,230,15.0052,1016.94
Overcast,rain,5.64444444444444,0.73,17.3558,211,15.8746,1015.89
Overcast,rain,5.62222222222222,0.76,17.0821,212,15.8746,1014.77
Mostly Cloudy,rain,6.09444444444444,0.86,11.5759,212,14.9569,1015.01
