fraud,transaction_amount,transaction_hour,num_transactions_24h,distance_from_home,merchant_risk_score,is_international,card_present,online_order,new_device,account_age_days,customer_tenure_months,prior_chargebacks,failed_login_attempts,billing_shipping_mismatch,high_risk_country,merchant_category_risk,weekend_transaction,customer_avg_transaction_amount,amount_to_avg_ratio,days_since_last_transaction,num_cards_on_account,ip_risk_score,velocity_score,browser_language_risk,screen_resolution_score,customer_age,loyalty_points_balance,email_domain_age_days,app_version_score,random_marketing_score
0,39.97,17,4,1.92,17.1,0,1,0,0,3053,101.8,0,1,0,1,8.13,0,27.61,1.45,19,2,94.82,57.46,7.68,8.76,22,2718,3550,1.09,48.01
0,7.55,5,0,7.26,24.44,0,0,1,1,425,14.2,0,0,1,0,1.19,0,29.0,0.26,33,1,31.49,0.0,6.78,9.27,51,3152,3178,1.13,15.6
0,133.62,15,2,0.9,44.28,0,1,0,0,1074,35.8,0,0,0,0,2.55,1,46.07,2.9,61,1,83.77,31.76,6.75,9.14,41,11784,1433,5.88,41.09
0,20.84,1,2,2.92,9.14,1,0,1,0,1256,41.9,0,2,0,0,6.53,1,46.55,0.45,25,1,49.06,34.72,9.14,8.69,46,34789,3885,9.78,43.83
0,74.0,13,3,82.88,77.27,0,1,0,1,2245,74.8,0,0,0,0,5.58,0,46.66,1.59,41,3,3.77,47.82,8.01,3.18,46,9126,3037,6.29,80.46
0,16.84,5,2,55.75,44.09,0,1,0,0,1582,52.7,1,1,0,0,8.99,1,52.15,0.32,47,1,93.78,21.63,1.72,3.62,26,45042,2120,7.55,89.98
0,13.09,22,2,5.19,87.92,0,1,0,0,1606,53.5,0,1,0,0,5.6,1,14.97,0.87,32,1,45.4,32.68,1.15,7.16,42,25845,2040,8.28,94.73
0,19.35,8,5,98.87,57.55,1,0,1,0,2965,98.8,1,0,0,1,8.88,0,33.69,0.57,38,1,55.92,78.16,0.96,9.97,40,29969,4504,9.88,69.76
0,47.54,14,1,0.95,57.01,0,1,0,0,1335,44.5,0,0,0,0,5.45,1,40.99,1.16,60,3,55.35,16.87,4.75,4.2,56,31156,2392,1.97,56.89
0,9.31,4,3,145.38,79.92,0,1,0,0,1346,44.9,1,0,1,0,4.57,1,22.89,0.41,1,2,40.98,50.27,5.98,9.03,27,22530,2123,1.91,55.65
0,16.32,4,1,29.59,69.54,0,1,0,1,2383,79.4,0,3,0,0,6.91,0,57.59,0.28,43,3,68.42,16.03,7.41,7.43,36,44014,3750,9.5,98.41
0,6.8,6,2,19.32,27.08,0,1,0,0,3506,116.9,1,0,0,0,3.82,0,50.36,0.14,48,1,69.3,29.15,5.2,4.6,45,15421,249,8.74,69.39
0,49.6,9,2,30.98,25.87,0,1,0,0,2353,78.4,0,0,0,0,5.24,0,29.09,1.71,57,1,79.23,36.04,3.99,4.09,46,18876,905,5.72,99.43
0,71.44,7,3,18.85,4.84,0,1,0,0,1763,58.8,0,1,0,0,3.76,1,37.16,1.92,86,1,28.78,65.31,1.84,6.1,77,8620,4148,7.27,35.34
0,134.76,9,2,11.59,36.54,0,1,0,0,1489,49.6,0,0,0,0,9.38,0,15.07,8.94,30,2,32.47,40.65,1.76,2.2,26,33943,4588,8.79,96.62
0,49.51,20,3,4.46,3.52,0,1,0,0,1011,33.7,0,1,0,0,9.33,1,76.64,0.65,33,2,87.94,49.96,7.2,8.24,31,15844,3198,5.64,85.17
0,79.49,7,2,4.55,10.07,0,0,1,0,2042,68.1,0,0,1,1,2.23,1,26.66,2.98,56,2,87.13,20.28,4.18,0.46,29,22303,1709,1.75,71.14
0,39.61,14,3,27.32,67.35,0,1,0,0,2675,89.2,0,1,1,0,5.65,0,98.1,0.4,65,1,18.34,54.16,0.25,5.02,44,33864,2914,4.15,72.69
0,90.3,2,4,39.09,88.74,0,1,0,1,1735,57.8,0,0,0,0,2.97,0,122.63,0.74,88,1,21.97,65.2,7.59,2.47,30,14977,3628,3.12,92.83
0,19.02,2,2,51.19,23.16,0,1,0,0,162,5.4,0,1,0,0,7.07,1,31.11,0.61,89,2,12.79,36.49,7.34,1.86,31,20936,2866,1.81,50.68
0,68.59,16,2,22.47,73.78,0,1,0,0,3192,106.4,0,2,0,0,8.15,0,26.1,2.63,89,3,86.59,28.05,9.49,1.94,25,23493,1897,2.53,36.92
0,36.89,2,4,44.91,2.87,0,1,0,1,1241,41.4,1,1,0,0,3.43,0,59.23,0.62,63,1,54.95,64.11,8.83,6.24,79,25624,4163,9.28,67.21
0,33.58,4,2,17.99,23.92,0,1,0,0,2397,79.9,0,1,0,1,8.91,0,73.44,0.46,27,1,6.85,17.34,3.72,7.42,29,32172,2965,6.51,84.42
0,156.99,6,1,2.79,12.94,0,1,0,0,1796,59.9,0,0,0,1,4.15,0,64.89,2.42,53,1,54.55,21.54,0.78,0.43,67,10686,2498,1.66,81.49
0,29.17,10,3,3.07,87.04,1,1,0,0,1871,62.4,0,2,0,0,2.1,1,12.89,2.26,34,1,35.6,37.64,6.84,3.95,38,26804,3861,4.66,45.23
0,9.86,20,3,28.03,40.37,0,0,1,0,3008,100.3,0,1,0,0,8.63,0,38.68,0.25,66,3,18.08,54.45,4.51,4.9,77,10975,1428,4.26,3.87
0,23.48,12,3,17.73,22.3,0,1,0,0,160,5.3,0,1,0,0,2.07,1,32.65,0.72,8,1,24.67,57.11,4.16,0.1,65,15088,4565,1.26,70.9
0,19.54,2,4,23.37,95.23,1,1,0,0,1916,63.9,1,0,1,0,3.59,0,30.3,0.64,54,1,57.52,57.1,7.54,8.81,40,23572,4385,3.44,92.97
0,52.06,19,5,26.22,6.87,1,1,0,0,1440,48.0,0,1,0,0,6.88,0,46.17,1.13,71,1,38.35,77.8,8.98,5.35,34,14202,4278,8.26,61.42
0,366.78,3,1,0.11,17.99,0,1,0,0,3627,120.9,0,1,0,0,1.54,1,57.49,6.38,65,2,79.74,23.23,9.47,3.51,27,4144,4423,9.68,9.91
1,25.76,18,8,17.8,52.87,0,1,0,0,932,31.1,0,1,0,1,8.03,0,12.77,2.02,76,2,58.26,100.0,1.23,0.49,76,3044,1565,4.56,64.94
0,20.13,18,1,45.22,54.44,0,0,1,0,2531,84.4,1,0,1,1,6.63,0,56.28,0.36,45,1,6.51,23.04,1.36,9.2,33,24528,1483,1.56,22.45
0,157.7,14,3,8.81,69.99,0,0,1,0,767,25.6,0,1,0,0,3.69,0,30.59,5.16,46,1,63.57,37.72,1.38,7.2,54,6854,1805,8.69,21.38
0,345.81,5,3,8.17,43.82,1,1,0,0,3041,101.4,0,0,0,0,2.95,0,49.96,6.92,57,1,31.96,23.99,7.79,8.74,77,46482,892,7.54,91.43
0,38.29,8,2,38.54,75.67,0,0,1,0,2873,95.8,0,0,0,0,1.62,1,32.5,1.18,3,2,11.57,27.96,1.71,8.19,32,28628,4946,3.1,14.67
1,15.53,4,4,84.85,74.25,0,1,0,0,2976,99.2,0,0,0,0,4.87,0,26.45,0.59,55,2,68.79,54.36,0.09,1.8,33,38107,296,9.7,17.94
0,12.28,4,2,2.4,66.1,0,1,0,0,2807,93.6,0,0,0,0,9.16,0,30.65,0.4,70,1,72.81,0.53,5.57,0.46,55,14892,3941,5.44,4.28
0,1.62,3,1,3.57,90.1,0,1,0,0,2299,76.6,0,0,0,0,7.21,0,26.08,0.06,62,1,65.72,28.89,9.45,5.4,42,44814,539,8.1,71.34
0,5.32,10,2,9.63,70.17,0,0,1,0,598,19.9,0,0,1,1,3.44,0,70.94,0.07,85,1,69.85,19.09,1.59,0.51,26,27380,3245,1.66,4.52
0,29.54,23,3,19.11,86.01,0,1,0,0,1817,60.6,0,1,0,0,4.47,0,16.98,1.74,31,3,11.78,47.95,0.9,3.43,46,5885,4806,9.73,46.22
0,57.27,7,3,2.17,15.32,0,1,0,1,1043,34.8,0,1,0,0,6.61,0,28.71,1.99,14,1,90.36,34.14,6.09,0.35,31,34437,4925,6.03,55.25
0,109.32,17,4,77.45,51.9,0,0,1,0,2484,82.8,1,0,0,0,6.87,0,23.36,4.68,40,1,55.34,53.19,3.08,6.04,73,34386,3179,1.64,70.61
0,119.58,10,6,47.22,8.9,0,1,0,0,3042,101.4,0,1,0,0,7.92,0,40.67,2.94,4,2,99.65,81.37,9.73,2.46,33,17492,1611,9.95,81.31
0,255.93,12,2,54.93,94.97,0,1,0,1,2756,91.9,0,2,0,0,5.91,0,31.71,8.07,88,1,49.23,28.2,3.67,0.85,65,20122,449,2.67,29.22
0,25.46,19,0,29.13,7.56,1,1,0,0,2782,92.7,0,0,0,0,6.76,1,33.36,0.76,88,1,61.32,0.0,4.77,1.69,61,20923,222,9.44,91.26
0,70.05,23,1,1.43,73.02,0,1,0,0,1619,54.0,0,2,1,0,6.78,0,35.91,1.95,89,1,31.4,16.59,9.68,4.99,59,8574,3086,4.21,0.5
0,26.98,17,3,17.86,53.91,1,0,1,0,1692,56.4,0,2,0,0,8.6,0,17.31,1.56,19,1,48.39,43.28,5.99,8.94,69,31437,1307,6.83,71.7
0,22.08,12,5,30.11,54.56,0,0,1,0,34,1.1,0,1,0,0,4.55,0,29.0,0.76,11,1,46.94,57.4,0.43,5.31,33,35507,2197,3.24,4.39
0,97.36,16,3,34.81,74.57,0,0,1,0,1379,46.0,0,2,0,0,3.35,0,23.99,4.06,38,3,46.02,39.87,2.6,8.83,23,2084,2437,1.58,15.53
0,64.36,3,5,2.6,43.4,0,1,0,1,3094,103.1,0,0,0,0,9.25,1,26.9,2.39,47,1,16.52,70.43,8.05,1.79,51,42474,3946,5.32,36.68
0,35.28,12,2,21.86,93.61,0,1,0,0,3426,114.2,0,0,0,0,3.56,0,26.76,1.32,65,2,37.26,28.4,5.63,9.43,44,14845,1644,4.24,82.18
0,138.43,21,4,42.46,99.79,0,1,0,0,2344,78.1,0,1,0,0,4.46,1,81.56,1.7,54,1,88.18,65.2,8.03,4.63,44,639,490,6.24,58.66
0,19.29,9,3,4.17,3.6,0,1,0,0,1954,65.1,0,1,0,0,2.1,1,15.29,1.26,85,2,24.42,45.96,6.11,2.24,38,4111,2922,7.61,80.76
0,33.59,22,2,5.61,92.23,0,1,0,0,252,8.4,0,0,0,0,7.5,1,15.97,2.1,34,1,46.23,40.67,3.11,0.22,65,13667,184,5.73,16.43
0,9.46,21,4,0.42,17.97,0,0,1,0,2571,85.7,1,0,0,1,9.76,1,47.45,0.2,41,3,8.76,50.04,8.15,2.63,62,41464,3635,4.15,60.21
0,60.99,6,3,116.89,6.85,0,0,1,0,1946,64.9,0,0,0,0,7.97,0,47.91,1.27,28,2,91.85,40.93,5.5,8.75,54,26092,3626,9.79,74.34
0,16.96,14,2,29.58,56.92,0,1,0,0,2322,77.4,0,2,1,0,4.98,0,41.32,0.41,82,1,35.76,29.38,3.03,1.18,64,22143,2763,3.09,41.24
0,17.1,17,8,74.44,0.44,0,1,0,0,3522,117.4,0,1,0,0,1.85,0,45.69,0.37,42,1,95.81,100.0,3.9,0.72,42,43249,117,1.48,35.62
0,6.3,20,2,13.29,15.53,1,1,0,0,2477,82.6,0,0,0,0,2.02,0,29.3,0.22,65,4,63.94,37.36,4.24,4.4,67,24181,4223,2.29,23.71
0,55.24,12,3,7.64,6.77,0,1,0,0,3040,101.3,0,0,0,0,9.69,1,62.05,0.89,78,1,40.36,59.34,8.76,2.34,27,2812,2785,7.55,78.22
0,13.04,1,1,27.83,7.53,0,1,0,0,1187,39.6,0,0,0,0,9.41,1,45.82,0.28,86,1,51.53,17.59,1.56,9.52,21,10553,3328,4.36,55.69
0,21.41,1,1,26.05,81.03,0,1,0,0,2583,86.1,0,0,0,1,8.19,0,46.56,0.46,31,1,69.49,9.02,7.48,5.0,63,25692,3431,9.86,76.25
0,68.87,8,2,5.91,13.76,0,0,1,1,853,28.4,0,1,0,0,2.27,0,52.19,1.32,47,2,39.57,19.91,4.88,2.82,79,41945,761,4.2,21.47
0,11.63,23,1,19.76,31.71,0,0,1,0,2781,92.7,0,0,0,0,9.42,1,44.09,0.26,55,2,0.06,26.52,6.48,6.62,62,43995,4116,8.55,85.19
0,50.4,20,1,27.37,36.97,0,1,0,0,3608,120.3,0,1,0,0,4.15,0,47.98,1.05,68,2,21.35,15.69,4.56,6.8,26,985,546,4.03,85.69
0,79.29,4,1,15.95,11.78,0,1,0,0,3303,110.1,2,0,0,0,1.58,0,36.54,2.17,53,1,53.76,0.0,1.43,6.47,39,33775,1466,5.57,68.37
0,17.62,23,6,26.96,44.4,0,1,0,0,902,30.1,0,0,0,0,3.65,0,69.16,0.25,40,3,64.53,95.85,8.84,3.67,69,14747,192,8.31,26.18
0,44.3,16,4,7.61,39.79,0,1,0,0,659,22.0,0,0,1,0,5.76,1,66.09,0.67,82,1,8.86,54.71,3.25,2.61,26,39537,1288,2.39,19.03
0,18.42,17,3,1.51,60.37,0,0,1,0,201,6.7,1,1,0,0,4.2,0,36.36,0.51,7,1,90.6,57.69,7.98,5.1,42,43572,883,6.09,15.61
0,77.17,4,3,0.7,95.59,1,0,1,1,531,17.7,0,1,0,0,6.82,0,8.21,9.4,0,1,4.76,65.54,2.21,2.8,44,390,2699,2.45,42.38
0,42.97,11,2,61.01,0.93,0,0,1,0,248,8.3,1,1,0,0,3.34,1,26.27,1.64,83,2,40.89,28.95,1.2,8.77,77,8699,2383,2.68,74.48
0,50.02,20,1,31.91,28.13,0,0,1,0,2720,90.7,0,0,0,0,9.38,1,48.01,1.04,79,1,75.54,16.69,2.45,8.26,19,10929,3183,7.82,7.57
0,40.61,20,1,8.18,19.39,0,1,0,1,84,2.8,0,0,0,0,3.84,0,57.59,0.71,5,3,80.86,20.32,0.6,9.79,51,38622,3129,8.04,88.17
0,72.61,9,1,37.37,77.56,0,1,0,0,1208,40.3,0,1,0,0,5.42,0,34.61,2.1,2,2,9.5,15.27,8.62,9.96,50,11898,4240,2.55,28.82
0,60.27,20,1,4.03,14.23,0,0,1,1,3204,106.8,0,1,0,0,8.17,0,25.13,2.4,59,2,53.84,19.95,7.54,8.62,34,18489,4140,4.17,59.9
0,27.13,0,3,12.73,92.91,0,1,0,0,2182,72.7,0,1,0,0,8.7,1,16.28,1.67,48,2,56.48,55.78,9.45,4.82,48,46905,3487,5.4,64.21
0,84.11,3,5,9.02,8.66,0,0,1,0,593,19.8,0,1,0,0,3.31,0,24.65,3.41,86,1,20.33,71.76,2.59,6.5,71,25303,2096,5.32,52.62
0,13.43,3,1,1.86,36.71,0,1,0,1,3092,103.1,1,0,1,0,9.34,0,35.77,0.38,34,1,56.7,18.2,6.14,4.2,48,5787,1997,8.42,46.45
0,367.55,20,2,11.34,39.46,0,0,1,0,2085,69.5,0,1,0,0,6.17,1,51.53,7.13,22,1,51.9,25.93,5.44,7.56,50,11819,85,2.08,90.01
1,6.52,10,4,15.9,98.06,0,1,0,1,368,12.3,2,1,0,0,2.59,0,31.85,0.2,59,4,76.2,59.8,4.83,1.65,60,37920,2988,3.01,11.44
0,25.7,4,2,22.55,87.83,0,1,0,1,186,6.2,0,0,0,0,3.31,0,6.56,3.92,42,1,64.86,29.34,1.81,3.11,30,13673,22,9.99,47.6
0,107.38,12,2,19.97,74.15,0,1,0,1,2652,88.4,0,0,0,1,5.96,1,36.35,2.95,9,2,30.93,24.28,2.14,1.53,21,8099,4018,6.72,50.35
0,55.82,14,2,2.94,47.66,0,1,0,0,2969,99.0,0,0,0,0,7.6,1,43.62,1.28,72,1,71.4,31.84,5.01,4.13,34,22567,3643,4.4,69.18
1,62.43,14,2,20.08,88.94,0,1,0,0,951,31.7,0,2,0,0,7.56,1,33.96,1.84,86,1,1.16,18.41,8.26,1.5,48,2764,2514,5.53,88.17
0,34.22,21,3,18.38,20.99,0,1,0,0,2752,91.7,1,0,0,0,4.19,0,25.13,1.36,11,2,60.97,50.25,5.32,1.75,64,22991,2628,4.14,58.52
0,26.79,13,0,2.04,44.98,0,1,0,0,1156,38.5,0,0,0,0,7.81,0,20.96,1.28,2,1,6.34,0.27,2.01,4.85,37,15592,4610,4.84,19.89
0,27.67,2,6,11.04,21.28,0,1,0,0,3367,112.2,1,0,0,0,9.49,0,34.39,0.8,73,1,79.01,93.9,4.49,3.55,43,18810,2991,6.61,8.27
0,44.49,16,7,1.26,66.43,0,0,1,0,2031,67.7,0,2,0,0,5.52,0,40.09,1.11,67,3,69.91,100.0,9.27,2.5,59,40589,809,8.56,15.14
0,43.38,9,3,29.13,92.04,0,0,1,0,1411,47.0,0,0,0,1,5.88,1,38.33,1.13,45,1,68.0,43.05,6.51,8.12,70,49162,4799,5.01,7.25
0,30.56,15,3,28.14,1.1,0,1,0,0,2031,67.7,0,0,0,0,7.44,0,19.46,1.57,50,1,45.46,43.75,1.43,5.11,36,18479,3614,9.36,26.35
0,45.48,20,2,62.12,75.13,0,1,0,0,695,23.2,1,3,0,0,3.32,0,27.89,1.63,1,1,88.64,34.62,8.65,9.55,72,19176,1335,1.3,5.33
0,98.66,17,1,2.52,25.56,0,1,0,1,3173,105.8,0,0,1,0,4.49,0,27.54,3.58,56,1,56.29,17.32,6.83,0.54,65,24056,1663,8.35,44.89
1,66.19,2,4,2.45,55.03,0,1,0,0,2572,85.7,0,1,0,0,7.16,0,101.73,0.65,43,1,62.39,65.54,1.22,2.1,41,26078,2521,5.6,34.56
0,108.53,11,0,5.74,25.77,0,1,0,0,1993,66.4,0,2,0,0,7.2,0,17.8,6.1,17,3,15.01,8.75,5.06,3.46,49,28715,1361,3.18,11.39
0,89.55,12,3,14.2,14.42,0,1,0,1,2592,86.4,0,1,0,0,7.43,0,45.24,1.98,25,1,55.77,56.48,3.59,0.58,60,12554,1757,8.64,46.8
0,69.99,6,1,7.77,76.53,0,1,0,0,1921,64.0,0,0,0,0,6.01,0,38.91,1.8,72,2,21.46,19.97,9.88,3.35,67,4909,3434,5.67,4.66
0,25.43,12,2,3.17,34.71,0,1,0,0,647,21.6,0,0,0,0,6.12,0,52.63,0.48,71,2,28.77,43.03,0.85,7.96,70,21716,1347,8.24,34.84
0,56.36,11,4,15.89,0.82,1,0,1,0,2542,84.7,0,0,0,0,3.37,1,108.79,0.52,82,2,26.47,58.1,5.63,5.73,20,4300,3499,8.94,92.36
0,140.97,0,4,23.44,35.65,0,1,0,1,258,8.6,0,1,0,0,6.41,1,70.17,2.01,55,2,98.04,67.78,3.46,6.59,53,10876,2987,9.27,30.9
0,29.21,12,1,18.64,56.79,0,0,1,0,802,26.7,0,1,0,0,7.63,0,23.72,1.23,21,3,14.28,8.32,7.3,9.22,64,44425,1580,2.08,3.34
0,43.79,11,3,4.97,73.95,0,0,1,0,1482,49.4,1,0,0,0,4.55,1,22.41,1.95,32,1,50.98,50.25,6.06,5.32,54,34291,4196,2.72,7.71
0,28.24,9,3,5.99,57.02,1,1,0,0,1147,38.2,0,1,0,0,6.32,0,38.68,0.73,76,1,14.7,41.47,0.62,3.78,30,21731,1327,7.39,4.93
0,127.19,15,2,70.35,37.05,0,0,1,1,1764,58.8,1,1,0,0,7.01,1,26.98,4.71,18,2,84.84,38.3,8.1,8.27,33,44491,362,6.04,53.61
0,27.47,14,2,3.64,63.22,0,1,0,0,971,32.4,0,1,0,0,4.26,0,16.23,1.69,79,1,28.07,30.74,7.88,4.53,26,16155,500,8.64,16.7
0,93.67,21,5,44.3,74.6,0,1,0,0,3255,108.5,0,1,0,0,2.77,1,37.32,2.51,35,2,37.72,79.33,3.72,0.17,43,40976,3130,7.8,12.84
0,43.68,22,5,71.83,7.5,0,0,1,0,225,7.5,2,0,0,0,1.16,0,21.62,2.02,80,2,65.81,83.99,6.84,8.43,34,44022,1651,7.53,93.04
0,10.51,18,1,18.85,76.86,0,1,0,0,85,2.8,0,0,0,0,8.48,1,46.95,0.22,65,1,30.68,20.41,5.52,8.65,65,2108,2741,7.27,28.32
0,23.82,9,7,42.38,40.47,0,1,0,0,1984,66.1,0,1,0,0,2.08,1,20.85,1.14,60,4,26.66,100.0,7.64,6.5,42,13553,4402,4.15,90.18
0,9.84,3,1,20.83,55.9,1,1,0,0,429,14.3,0,0,1,1,2.73,1,16.29,0.6,15,2,3.21,4.35,6.05,2.05,67,24814,1937,7.51,27.01
0,97.2,4,2,22.14,80.07,0,1,0,0,1754,58.5,0,0,0,0,8.54,0,50.56,1.92,40,1,50.49,46.49,6.54,2.7,26,1704,1085,3.44,48.88
0,44.6,16,5,8.49,74.46,0,1,0,0,844,28.1,0,0,0,0,2.48,0,36.94,1.21,28,4,79.3,76.09,7.35,7.83,30,27969,2564,6.94,58.86
0,16.55,17,2,6.65,61.27,0,1,0,0,1180,39.3,0,0,1,0,5.93,0,39.56,0.42,8,1,60.7,32.08,2.92,0.5,19,43285,1542,9.21,17.15
0,23.92,5,1,99.51,26.87,1,1,0,1,510,17.0,0,0,0,0,7.65,0,59.11,0.4,72,1,68.03,0.28,1.97,9.19,62,45896,474,7.99,87.24
0,97.98,16,2,29.11,8.76,0,1,0,0,2331,77.7,0,0,1,1,9.51,0,18.33,5.35,75,2,65.15,42.06,3.06,1.19,79,19071,1844,3.32,88.03
0,34.47,14,1,15.32,38.18,1,0,1,0,711,23.7,0,0,0,0,6.69,1,35.79,0.96,35,1,83.13,15.44,8.78,4.47,35,44041,2151,4.88,59.07
0,21.58,1,4,17.32,91.99,0,1,0,0,417,13.9,0,1,0,0,3.81,1,32.44,0.67,45,3,69.64,65.21,4.19,4.63,30,29905,1274,8.15,14.4
0,63.08,17,4,1.4,56.8,1,1,0,0,2269,75.6,1,1,0,0,1.43,1,37.08,1.7,82,2,22.21,73.63,7.28,3.68,76,15643,836,4.67,95.72
0,9.06,19,1,7.81,80.03,0,0,1,0,2234,74.5,0,0,0,0,1.67,0,35.39,0.26,21,1,47.6,19.92,1.73,8.91,75,19809,1308,6.9,77.93
0,2.42,22,1,33.41,13.08,1,1,0,0,1520,50.7,0,3,0,0,4.52,0,17.86,0.14,72,1,50.88,17.4,3.45,3.04,21,10092,3687,8.32,26.8
0,29.75,9,0,14.14,95.97,0,1,0,0,846,28.2,0,1,1,0,1.53,0,58.65,0.51,41,1,60.97,0.0,6.62,8.0,68,16628,4977,9.29,7.23
0,55.01,15,2,33.81,30.43,0,1,0,0,236,7.9,1,1,0,0,8.68,0,51.73,1.06,12,2,7.83,35.66,3.48,7.78,63,15089,3537,1.88,5.61
0,364.6,16,5,7.36,24.37,0,1,0,0,1981,66.0,0,2,0,0,7.46,0,44.01,8.28,82,1,58.12,70.16,1.76,3.78,66,33411,4994,5.87,2.97
0,20.02,16,5,51.23,82.46,0,1,0,0,2275,75.8,0,1,1,0,1.39,0,12.27,1.63,1,3,27.57,77.95,6.92,9.35,61,20235,2157,3.38,3.95
0,39.71,3,2,12.09,25.6,0,1,0,0,1402,46.7,0,1,0,0,9.5,0,18.28,2.17,10,1,20.9,20.43,9.92,8.21,35,19402,296,8.49,93.93
0,14.47,19,3,1.9,14.51,0,1,0,0,3284,109.5,0,0,0,0,7.81,0,33.94,0.43,2,1,89.65,44.22,7.19,4.9,73,39870,4326,2.38,32.5
0,109.01,5,5,54.97,21.82,0,1,0,1,1481,49.4,0,0,0,0,9.42,0,69.25,1.57,15,2,35.44,85.7,2.92,2.9,51,16360,4590,5.2,98.65
0,19.13,10,3,15.47,64.5,0,1,0,0,2430,81.0,0,0,0,0,1.0,0,54.09,0.35,20,2,78.22,53.25,8.42,4.34,78,45601,1181,2.37,62.76
0,109.7,4,4,6.99,87.06,0,0,1,0,3493,116.4,1,0,0,0,2.46,1,38.01,2.89,53,2,19.0,59.21,4.94,9.31,35,3904,2661,3.27,8.06
1,50.8,23,1,13.98,53.96,0,1,0,0,3064,102.1,0,0,0,1,4.78,0,49.18,1.03,49,1,93.57,14.5,9.15,3.03,19,28234,3559,6.64,11.02
0,51.71,19,3,4.1,45.72,0,1,0,1,1359,45.3,0,0,0,0,7.87,1,58.67,0.88,29,2,50.25,29.2,9.77,7.47,37,40514,2563,3.15,23.94
0,7.21,12,1,3.98,19.69,0,0,1,0,2665,88.8,0,1,0,0,3.32,0,43.81,0.16,85,2,74.94,21.83,4.39,3.76,34,46362,3986,4.14,89.22
0,10.92,15,2,42.29,56.55,0,1,0,0,3612,120.4,1,1,0,0,7.84,0,20.41,0.54,33,1,39.78,27.41,8.79,4.58,53,3996,1087,9.18,97.51
0,23.87,15,4,6.92,31.8,0,1,0,0,1819,60.6,0,1,0,0,8.2,1,18.19,1.31,78,1,39.69,54.48,3.9,9.22,44,41751,1725,7.13,13.38
0,14.76,22,1,0.16,58.48,0,1,0,1,2281,76.0,0,0,0,0,4.66,1,39.25,0.38,86,3,57.88,24.07,0.48,9.77,24,44300,3207,4.04,96.92
0,50.05,13,3,33.46,72.05,1,1,0,1,566,18.9,1,1,0,0,4.39,0,22.37,2.24,82,3,50.67,46.33,3.67,3.41,22,45501,3693,9.19,69.42
0,19.18,22,5,20.46,17.01,0,0,1,0,617,20.6,0,0,0,0,5.32,0,43.51,0.44,81,1,16.7,85.99,5.34,2.53,40,28985,2074,7.53,97.61
0,173.07,3,4,4.43,97.98,0,1,0,0,2461,82.0,2,0,0,0,7.62,0,47.27,3.66,21,1,45.15,56.63,1.41,4.43,21,47017,2318,5.38,25.53
0,67.64,10,3,10.91,27.84,1,0,1,0,2921,97.4,0,2,0,0,3.95,1,47.2,1.43,27,3,33.3,43.2,7.59,3.22,76,17090,2365,9.06,6.97
0,78.77,11,2,8.32,13.32,0,1,0,0,1237,41.2,0,1,0,1,8.63,0,36.46,2.16,18,1,33.48,30.17,5.58,9.77,38,26382,3057,4.14,90.73
0,38.67,4,2,3.62,49.35,0,1,0,0,2407,80.2,1,2,0,0,8.43,0,37.85,1.02,49,2,4.04,31.32,3.8,1.83,63,9625,4771,6.67,92.76
0,180.26,15,3,8.84,2.92,0,0,1,0,140,4.7,0,0,0,0,2.62,0,79.56,2.27,3,1,98.22,37.52,3.34,0.58,60,16087,3234,7.68,14.13
0,46.59,10,2,29.7,25.14,0,0,1,0,3324,110.8,0,1,1,1,1.98,0,80.45,0.58,29,2,14.14,24.18,0.85,6.59,65,46877,4577,4.2,40.38
0,53.33,14,2,41.95,9.47,0,1,0,0,481,16.0,0,2,0,0,9.57,1,25.89,2.06,12,2,17.4,36.92,5.5,0.63,59,17001,1913,5.7,82.72
0,56.63,21,4,35.05,35.29,0,1,0,0,569,19.0,0,1,0,0,6.02,1,34.52,1.64,45,1,7.64,66.56,9.0,5.56,49,40287,2512,3.76,89.16
0,72.55,6,4,15.13,13.6,0,1,0,1,505,16.8,0,1,1,0,9.57,1,23.54,3.08,76,1,5.11,64.1,4.23,3.44,45,4865,4032,5.21,9.02
1,43.5,4,2,4.63,45.22,1,1,0,1,2415,80.5,0,0,0,1,8.66,0,18.43,2.36,2,2,86.62,38.55,0.78,0.14,36,18111,538,8.6,9.14
0,17.76,3,4,4.57,13.23,1,0,1,0,129,4.3,2,1,0,0,3.18,0,77.77,0.23,9,1,24.32,58.31,9.38,9.53,57,27875,3418,5.66,78.41
0,101.94,3,1,62.29,61.3,0,1,0,0,3549,118.3,0,2,0,0,7.56,1,73.88,1.38,87,1,54.16,13.78,3.8,2.62,42,38512,2809,1.96,13.25
0,27.62,15,6,20.82,3.78,0,1,0,0,3417,113.9,1,1,0,0,6.72,1,27.17,1.02,46,1,20.09,72.56,1.31,5.6,18,29968,2456,5.37,3.97
0,9.25,22,2,5.13,16.61,0,1,0,0,2997,99.9,0,3,0,0,2.3,1,40.56,0.23,47,1,2.22,27.57,6.65,7.81,18,11162,1437,1.82,93.42
0,37.01,18,2,6.79,66.27,1,1,0,0,2046,68.2,1,1,0,0,8.65,1,32.2,1.15,43,4,64.48,28.06,1.64,6.49,30,39092,822,8.13,65.07
